ensembl_gene_id_version	gene_biotype	external_gene_name	description
ENSG00000068878.15	protein_coding	PSME4	proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]
ENSG00000068912.15	protein_coding	ERLEC1	endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222]
ENSG00000069248.12	protein_coding	NUP133	nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]
ENSG00000069275.13	protein_coding	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
ENSG00000069424.16	protein_coding	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
ENSG00000069702.11	protein_coding	TGFBR3	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]
ENSG00000069812.11	protein_coding	HES2	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]
ENSG00000070476.15	protein_coding	ZXDC	ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]
ENSG00000070759.17	protein_coding	TESK2	testis associated actin remodelling kinase 2 [Source:HGNC Symbol;Acc:HGNC:11732]
ENSG00000070785.17	protein_coding	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]
ENSG00000070831.18	protein_coding	CDC42	cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]
ENSG00000070886.12	protein_coding	EPHA8	EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]
ENSG00000070950.10	protein_coding	RAD18	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]
ENSG00000071051.14	protein_coding	NCK2	NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]
ENSG00000071054.17	protein_coding	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]
ENSG00000071073.13	protein_coding	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]
ENSG00000071082.11	protein_coding	RPL31	ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]
ENSG00000071282.12	protein_coding	LMCD1	LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]
ENSG00000071575.12	protein_coding	TRIB2	tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]
ENSG00000071677.1	protein_coding	PRLH	prolactin releasing hormone [Source:HGNC Symbol;Acc:HGNC:17945]
ENSG00000071909.19	protein_coding	MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]
ENSG00000071967.12	protein_coding	CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]
ENSG00000072080.11	protein_coding	SPP2	secreted phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:11256]
ENSG00000072135.13	protein_coding	PTPN18	protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]
ENSG00000072163.20	protein_coding	LIMS2	LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]
ENSG00000072182.14	protein_coding	ASIC4	acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263]
ENSG00000072195.15	protein_coding	SPEG	striated muscle enriched protein kinase [Source:HGNC Symbol;Acc:HGNC:16901]
ENSG00000072694.22	protein_coding	FCGR2B	Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]
ENSG00000072756.18	protein_coding	TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]
ENSG00000072858.11	protein_coding	SIDT1	SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967]
ENSG00000073111.14	protein_coding	MCM2	minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]
ENSG00000073734.10	protein_coding	ABCB11	ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]
ENSG00000073737.17	protein_coding	DHRS9	dehydrogenase/reductase 9 [Source:HGNC Symbol;Acc:HGNC:16888]
ENSG00000073754.6	protein_coding	CD5L	CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]
ENSG00000073756.13	protein_coding	PTGS2	prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]
ENSG00000074047.22	protein_coding	GLI2	GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318]
ENSG00000074054.21	protein_coding	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]
ENSG00000074416.16	protein_coding	MGLL	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]
ENSG00000074582.15	protein_coding	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]
ENSG00000074800.16	protein_coding	ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
ENSG00000074964.17	protein_coding	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]
ENSG00000075151.24	protein_coding	EIF4G3	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]
ENSG00000075292.19	protein_coding	ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]
ENSG00000075340.23	protein_coding	ADD2	adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]
ENSG00000075391.18	protein_coding	RASAL2	RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]
ENSG00000075426.12	protein_coding	FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]
ENSG00000075568.17	protein_coding	TMEM131	transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]
ENSG00000075884.14	protein_coding	ARHGAP15	Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]
ENSG00000075886.11	protein_coding	TUBA3D	tubulin alpha 3d [Source:HGNC Symbol;Acc:HGNC:24071]
ENSG00000075914.13	protein_coding	EXOSC7	exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]
ENSG00000075945.13	protein_coding	KIFAP3	kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]
ENSG00000075975.17	protein_coding	MKRN2	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]
ENSG00000076003.5	protein_coding	MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]
ENSG00000076201.16	protein_coding	PTPN23	protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]
ENSG00000076242.16	protein_coding	MLH1	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]
ENSG00000076258.10	protein_coding	FMO4	flavin containing dimethylaniline monoxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]
ENSG00000076321.11	protein_coding	KLHL20	kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056]
ENSG00000076356.7	protein_coding	PLXNA2	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]
ENSG00000076864.21	protein_coding	RAP1GAP	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]
ENSG00000077044.11	protein_coding	DGKD	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]
ENSG00000077092.20	protein_coding	RARB	retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865]
ENSG00000077097.17	protein_coding	TOP2B	DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]
ENSG00000077152.12	protein_coding	UBE2T	ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]
ENSG00000077157.23	protein_coding	PPP1R12B	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]
ENSG00000077232.19	protein_coding	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10 [Source:HGNC Symbol;Acc:HGNC:24637]
ENSG00000077254.14	protein_coding	USP33	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]
ENSG00000077380.16	protein_coding	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]
ENSG00000077522.15	protein_coding	ACTN2	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]
ENSG00000077549.19	protein_coding	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]
ENSG00000077585.14	protein_coding	GPR137B	G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]
ENSG00000078018.22	protein_coding	MAP2	microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]
ENSG00000078098.15	protein_coding	FAP	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]
ENSG00000078369.19	protein_coding	GNB1	G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]
ENSG00000078618.23	protein_coding	NRDC	nardilysin convertase [Source:HGNC Symbol;Acc:HGNC:7995]
ENSG00000078808.20	protein_coding	SDF4	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]
ENSG00000078900.15	protein_coding	TP73	tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]
ENSG00000079150.19	protein_coding	FKBP7	FKBP prolyl isomerase 7 [Source:HGNC Symbol;Acc:HGNC:3723]
ENSG00000079156.17	protein_coding	OSBPL6	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]
ENSG00000079246.16	protein_coding	XRCC5	X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]
ENSG00000079263.19	protein_coding	SP140	SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133]
ENSG00000079277.22	protein_coding	MKNK1	MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]
ENSG00000079308.21	protein_coding	TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]
ENSG00000079335.20	protein_coding	CDC14A	cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]
ENSG00000079739.17	protein_coding	PGM1	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]
ENSG00000079785.16	protein_coding	DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]
ENSG00000080200.10	protein_coding	CRYBG3	crystallin beta-gamma domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427]
ENSG00000080224.18	protein_coding	EPHA6	EPH receptor A6 [Source:HGNC Symbol;Acc:HGNC:19296]
ENSG00000080293.10	protein_coding	SCTR	secretin receptor [Source:HGNC Symbol;Acc:HGNC:10608]
ENSG00000080345.18	protein_coding	RIF1	replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]
ENSG00000080819.9	protein_coding	CPOX	coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]
ENSG00000080822.17	protein_coding	CLDND1	claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]
ENSG00000080910.14	protein_coding	CFHR2	complement factor H related 2 [Source:HGNC Symbol;Acc:HGNC:4890]
ENSG00000081019.14	protein_coding	RSBN1	round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]
ENSG00000081026.19	protein_coding	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]
ENSG00000081052.14	protein_coding	COL4A4	collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]
ENSG00000081148.12	protein_coding	IMPG2	interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:18362]
ENSG00000081154.12	protein_coding	PCNP	PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]
ENSG00000081237.21	protein_coding	PTPRC	protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]
ENSG00000081248.12	protein_coding	CACNA1S	calcium voltage-gated channel subunit alpha1 S [Source:HGNC Symbol;Acc:HGNC:1397]
ENSG00000081277.13	protein_coding	PKP1	plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]
ENSG00000081320.11	protein_coding	STK17B	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]
ENSG00000081479.15	protein_coding	LRP2	LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]
ENSG00000081692.13	protein_coding	JMJD4	jumonji domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25724]
ENSG00000081721.12	protein_coding	DUSP12	dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]
ENSG00000081870.12	protein_coding	HSPB11	heat shock protein family B (small) member 11 [Source:HGNC Symbol;Acc:HGNC:25019]
ENSG00000081985.14	protein_coding	IL12RB2	interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]
ENSG00000082126.18	protein_coding	MPP4	MAGUK p55 scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:13680]
ENSG00000082146.13	protein_coding	STRADB	STE20 related adaptor beta [Source:HGNC Symbol;Acc:HGNC:13205]
ENSG00000082153.18	protein_coding	BZW1	basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]
ENSG00000082258.13	protein_coding	CCNT2	cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]
ENSG00000082438.18	protein_coding	COBLL1	cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]
ENSG00000082482.14	protein_coding	KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]
ENSG00000082497.12	protein_coding	SERTAD4	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]
ENSG00000082512.15	protein_coding	TRAF5	TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
ENSG00000082684.16	protein_coding	SEMA5B	semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737]
ENSG00000082701.17	protein_coding	GSK3B	glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]
ENSG00000082781.12	protein_coding	ITGB5	integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]
ENSG00000082898.19	protein_coding	XPO1	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]
ENSG00000083444.17	protein_coding	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]
ENSG00000083937.10	protein_coding	CHMP2B	charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]
ENSG00000084070.12	protein_coding	SMAP2	small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]
ENSG00000084072.17	protein_coding	PPIE	peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]
ENSG00000084073.10	protein_coding	ZMPSTE24	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]
ENSG00000084090.14	protein_coding	STARD7	StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]
ENSG00000084623.12	protein_coding	EIF3I	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]
ENSG00000084628.10	protein_coding	NKAIN1	sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743]
ENSG00000084636.18	protein_coding	COL16A1	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]
ENSG00000084652.16	protein_coding	TXLNA	taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]
ENSG00000084674.15	protein_coding	APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]
ENSG00000084676.16	protein_coding	NCOA1	nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]
ENSG00000084693.16	protein_coding	AGBL5	AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147]
ENSG00000084710.14	protein_coding	EFR3B	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]
ENSG00000084731.15	protein_coding	KIF3C	kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]
ENSG00000084733.11	protein_coding	RAB10	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]
ENSG00000084734.9	protein_coding	GCKR	glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]
ENSG00000084754.12	protein_coding	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]
ENSG00000084764.12	protein_coding	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]
ENSG00000084774.14	protein_coding	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]
ENSG00000085433.17	protein_coding	WDR47	WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]
ENSG00000085449.15	protein_coding	WDFY1	WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]
ENSG00000085465.13	protein_coding	OVGP1	oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]
ENSG00000085491.17	protein_coding	SLC25A24	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]
ENSG00000085552.18	protein_coding	IGSF9	immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]
ENSG00000085760.15	protein_coding	MTIF2	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]
ENSG00000085831.16	protein_coding	TTC39A	tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]
ENSG00000085832.18	protein_coding	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]
ENSG00000085840.13	protein_coding	ORC1	origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]
ENSG00000085978.22	protein_coding	ATG16L1	autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]
ENSG00000085982.16	protein_coding	USP40	ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]
ENSG00000085998.15	protein_coding	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]
ENSG00000085999.13	protein_coding	RAD54L	RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]
ENSG00000086015.23	protein_coding	MAST2	microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]
ENSG00000086619.15	protein_coding	ERO1B	endoplasmic reticulum oxidoreductase 1 beta [Source:HGNC Symbol;Acc:HGNC:14355]
ENSG00000087338.5	protein_coding	GMCL1	germ cell-less 1, spermatogenesis associated [Source:HGNC Symbol;Acc:HGNC:23843]
ENSG00000088035.18	protein_coding	ALG6	ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]
ENSG00000088179.9	protein_coding	PTPN4	protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]
ENSG00000088205.13	protein_coding	DDX18	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]
ENSG00000088280.20	protein_coding	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]
ENSG00000088538.13	protein_coding	DOCK3	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]
ENSG00000088543.15	protein_coding	C3orf18	chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]
ENSG00000088726.16	protein_coding	TMEM40	transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]
ENSG00000088727.14	protein_coding	KIF9	kinesin family member 9 [Source:HGNC Symbol;Acc:HGNC:16666]
ENSG00000090020.11	protein_coding	SLC9A1	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]
ENSG00000090097.22	protein_coding	PCBP4	poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]
ENSG00000090104.12	protein_coding	RGS1	regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]
ENSG00000090273.14	protein_coding	NUDC	nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]
ENSG00000090432.7	protein_coding	MUL1	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]
ENSG00000090621.15	protein_coding	PABPC4	poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]
ENSG00000090686.16	protein_coding	USP48	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]
ENSG00000091106.19	protein_coding	NLRC4	NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]
ENSG00000091181.20	protein_coding	IL5RA	interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017]
ENSG00000091317.8	protein_coding	CMTM6	CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]
ENSG00000091409.16	protein_coding	ITGA6	integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]
ENSG00000091428.18	protein_coding	RAPGEF4	Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626]
ENSG00000091436.17	protein_coding	MAP3K20	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]
ENSG00000091483.8	protein_coding	FH	fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]
ENSG00000091972.18	protein_coding	CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]
ENSG00000091986.16	protein_coding	CCDC80	coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]
ENSG00000092345.14	protein_coding	DAZL	deleted in azoospermia like [Source:HGNC Symbol;Acc:HGNC:2685]
ENSG00000092607.15	protein_coding	TBX15	T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]
ENSG00000092621.13	protein_coding	PHGDH	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]
ENSG00000092847.14	protein_coding	AGO1	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]
ENSG00000092850.12	protein_coding	TEKT2	tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725]
ENSG00000092853.14	protein_coding	CLSPN	claspin [Source:HGNC Symbol;Acc:HGNC:19715]
ENSG00000092969.12	protein_coding	TGFB2	transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]
ENSG00000092978.11	protein_coding	GPATCH2	G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]
ENSG00000093167.18	protein_coding	LRRFIP2	LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]
ENSG00000093183.14	protein_coding	SEC22C	SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]
ENSG00000093217.11	protein_coding	XYLB	xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]
ENSG00000094963.14	protein_coding	FMO2	flavin containing dimethylaniline monoxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770]
ENSG00000094975.14	protein_coding	SUCO	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]
ENSG00000095002.15	protein_coding	MSH2	mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]
ENSG00000097033.15	protein_coding	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]
ENSG00000097046.13	protein_coding	CDC7	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
